ID,organizationName,category,additionalOrgDonateCondition,donateLink,viewLink,missionStatement,region,logo
4055,Maple Built Inc.,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=4055,MapleBuilt,"Maple Built exists to create Employment, Job-Training, and Mentorship. We do this through a paid six-month apprenticeship program where we teach high school aged young men the art of woodworking. ",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4055?thumbnail=1&maxWidth=290&maxHeight=164
1095,March of Dimes Tennessee Chapter,Health,FALSE,index.php?section=organizations&action=newDonation_org&fwID=1095,MarchofDimes,"March of Dimes fights for the health of all moms and babies. We're advocating for policies to protect them. We're working to radically improve the healthcare they receive. We're pioneering research to find solutions. We're empowering families with the knowledge and tools to have healthier pregnancies. By uniting communities, we're building a brighter future for us all.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1095?thumbnail=1&maxWidth=290&maxHeight=164
487,Marriage Helper Inc.,Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=487,marriagehelper,To save marriages and strengthen families.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/487?thumbnail=1&maxWidth=290&maxHeight=164
140,Martha O'Bryan Center,Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=140,MOBC,"On a foundation of Christian faith, Martha O'Bryan Center empowers children, youth, and adults in poverty to transform their lives through work, education, employment, and fellowship.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/140?thumbnail=1&maxWidth=290&maxHeight=164
187,The Mary Parrish Center,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=187,MPC,"Providing survivors of interpersonal violence and their children safe, accessible and compassionate housing with individualized care that promotes healing, autonomy and hope.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/187?thumbnail=1&maxWidth=290&maxHeight=164
4340,MashUp Nashville,Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4340,Mashup,MashUp works to address and increase the visibility of health inequities & social injustices that impact the well-being of LGBTQ people of color.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4340?thumbnail=1&maxWidth=290&maxHeight=164
3269,"Mastering Life Ministries, Inc.",Religious Institution,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3269,masteringlife,"'Mastering Life Ministries' attempts to sensitively deal with the issues of modern life that result in emotional and sexual sin and brokenness of all kinds. We seek to equip the Church to more redemptively minister to sexually broken people, by authoring teaching resources, conducting classes, seminars and conferences, and by participating in and producing television, documentary and radio outreaches. Our extensive website reaches people throughout the world with life-saving information and direction.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3269?thumbnail=1&maxWidth=290&maxHeight=164
3919,Mastersingers,Arts & Culture,FALSE,index.php?section=organizations&action=newDonation_org&fwID=3919,mastersingers,"Mastersingers' mission is to bring high-quality choral presentations to the Upper Cumberland, to give local singers an opportunity to participate in a professionally run music group, and to enrich the cultural life of our listeners. We welcome anyone who wishes to participate and waive membership dues for those who need it. With an average of about 70 members, the group reflects the diversity of the community we serve.",FALSE,
541,"Matthew 25, Inc.",Housing & Shelter,FALSE,index.php?section=organizations&action=newDonation_org&fwID=541,matthew25inc,"As a Christian nonprofit, Matthew 25 draws deeply from the life and teachings of Christ. Our work and mission are founded on His lessons of love, compassion and hospitality. It is out of a conviction in these teachings that we seek to offer Christ-centered care to our brothers facing the despair and hardships of homelessness, addiction and poverty. By doing so to ""the least of these,"" we join in Christ's mission to offer help and hope to a broken and hurting world. 

We are determined to alleviate homelessness by providing the resources for men to build a foundation on which they can transition to self-sufficiency. We recognize that these men have a need for structure, accountability, and ultimately hope for a brighter future. Our goal is to provide men the chance to escape the vicious cycle that is homelessness and addiction, helping them to become fulfilled and productive members of society.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/541?thumbnail=1&maxWidth=290&maxHeight=164
77,Matthew Walker Health Center,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=77,matthewwalker,"To provide quality health care, health education and to promote wellness.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/77?thumbnail=1&maxWidth=290&maxHeight=164
4093,"Maury Chaplain Ministries, Inc. dba Restoration Jail Ministry",Religious Institution,TRUE,index.php?section=organizations&action=newDonation_org&fwID=4093,restorationjailministry,"We exist to effect ongoing restoration through the ""Power of the Gospel of Jesus Christ.""",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/4093?thumbnail=1&maxWidth=290&maxHeight=164
1335,"Maury County Senior Citizens, Inc.",Human Services,TRUE,index.php?section=organizations&action=newDonation_org&fwID=1335,maurycountyseniorcitizencenter,"The mission of the Maury County Senior Center is to provide opportunities for senior citizens to meet as a group for activities and services designed to support their independence and encourage their involvement in and with the community, and to serve as a focal point for the delivery of basic services to senior residents in the Maury County area.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1335?thumbnail=1&maxWidth=290&maxHeight=164
1336,Maury County Students in Transition,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=1336,maurycountystudentsintransition,To provide short-term emergency assistance for transitional students as verified by Maury County Schools.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/1336?thumbnail=1&maxWidth=290&maxHeight=164
939,"Maury Magic Riders, Inc.",Human Services,FALSE,index.php?section=organizations&action=newDonation_org&fwID=939,MauryMagicRiders,To enrich the lives of children and adults with special needs by providing a therapeutic horseback program emphasizing growth and development through educational and recreational activities.,FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/939?thumbnail=1&maxWidth=290&maxHeight=164
706,Maury Regional Healthcare Foundation,Health,TRUE,index.php?section=organizations&action=newDonation_org&fwID=706,MRHFoundation,"To support Maury Regional Medical Center and its affiliates in providing excellent health care services to the region it serves with a focus on the at-risk, underserved and homeless populations.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/706?thumbnail=1&maxWidth=290&maxHeight=164
3271,McClain Christian Academy,Education (excluding Colleges/Universities),FALSE,index.php?section=organizations&action=newDonation_org&fwID=3271,mcclainchristian,"We are committed to being an innovator in education that creates a Christ-centered environment where knowledge, understanding, and wisdom prepare our students to live a life of success, honor, and service.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/3271?thumbnail=1&maxWidth=290&maxHeight=164
110,McNeilly Center for Children,Youth Development,TRUE,index.php?section=organizations&action=newDonation_org&fwID=110,mcneillycenter,"Our mission is to provide high quality, affordable early care and education for children ages 6 weeks to 5 years whose parents are working, in job training, or in school, and further, to support the families through parent education and social services.",FALSE,https://ddb9l06w3jzip.cloudfront.net/uploadedFiles/giving_cfmt/organizations/logo/110?thumbnail=1&maxWidth=290&maxHeight=164
3275,MDHA Housing Trust Corporation,Housing & Shelter,TRUE,index.php?section=organizations&action=newDonation_org&fwID=3275,MDHA,"The mission of the MDHA Housing Trust Corporation is to engage and assist in the development of affordable and mixed-income housing in Nashville, Tenn., as an instrument of the Metropolitan Development and Housing Agency (MDHA), and to engage and assist MDHA in its community and urban development activities by way of donations, loans and grants.",FALSE,
